,author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price_per_month,commissions,price,district,street,house_number,underground,residential_complex
634,ГОРОБМЕН,real_estate_agent,https://www.cian.ru/sale/flat/294397304/,Москва,sale,flat,11,24,1,38.3,-1,0,10300000,Можайский,Беловежская ,37К1,Сетунь,
635,МИЦ-Столичный ипотечный центр недвижимости,real_estate_agent,https://www.cian.ru/sale/flat/300739522/,Москва,sale,flat,3,41,1,38.7,-1,0,17500000,Раменки, Василия Ланового,1к1,Аминьевская,Огни
636,Недвижимость - Ближнее Переделкино,real_estate_agent,https://www.cian.ru/sale/flat/300887383/,Москва,sale,flat,2,9,1,40.6,-1,0,10800000,, Бориса Пастернака,4,Мичуринец,
637,do A.S.A.P.,real_estate_agent,https://www.cian.ru/sale/flat/301682297/,Москва,sale,flat,2,3,1,40.7,-1,0,5700000,, Генерала Донскова,29к4,Апрелевка,Борисоглебское
638,Ордер,real_estate_agent,https://www.cian.ru/sale/flat/298431321/,Москва,sale,flat,2,17,1,36.2,-1,0,9950000,Бирюлево Восточное,Загорьевская ,21к1,Домодедовская,
639,EstateLiga,real_estate_agent,https://www.cian.ru/sale/flat/300114416/,Москва,sale,flat,3,30,1,41.1,-1,0,21200000,Можайский, Петра Алексеева,14,Давыдково,КутузовGRAD II
640,Самолет Плюс,real_estate_agent,https://www.cian.ru/sale/flat/300389601/,Москва,sale,flat,3,14,1,36.0,-1,0,9990000,Сокол,Балтийская ,15,Сокол,
641,PRAVDA HOME,real_estate_agent,https://www.cian.ru/sale/flat/299174929/,Москва,sale,flat,5,5,1,35.6,-1,0,10850000,Москворечье-Сабурово,Каширское шоссе,44К2,Каширская,
642,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/301681782/,Москва,sale,flat,5,17,1,38.5,-1,0,10250000,Некрасовка, Ухтомского Ополчения,3,Некрасовка,Некрасовка-Парк
643,ID 59939337,homeowner,https://www.cian.ru/sale/flat/291522204/,Москва,sale,flat,22,25,1,36.2,-1,0,13950000,Орехово-Борисово Южное,Ясеневая ,12к1,Домодедовская,Ясеневая 14
644,ID 12749853,unknown,https://www.cian.ru/sale/flat/301623339/,Москва,sale,flat,5,19,1,33.0,-1,0,13500000,,проспект Прокшинский,9,Прокшино,Прокшино
645,ID 13081848,realtor,https://www.cian.ru/sale/flat/291653355/,Москва,sale,flat,5,22,1,30.7,-1,0,14450000,Щукино,Большой Волоколамский проезд,23,Стрешнево,Комплекс апартаментов B’aires
646,ID 114471646,homeowner,https://www.cian.ru/sale/flat/300215502/,Москва,sale,flat,4,25,1,37.6,-1,0,12999000,Метрогородок,Тагильская ,4к1,Бульвар Рокоссовского,Сиреневый парк
647,Прогресс Недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/297618257/,Москва,sale,flat,12,33,1,32.2,-1,0,13200000,Нижегородский,Новохохловская ,15к3,Калитники,Новохохловская 15
648,EstateLiga,real_estate_agent,https://www.cian.ru/sale/flat/298875829/,Москва,sale,flat,9,17,1,46.4,-1,0,21900000,Лефортово,Солдатский переулок,10,Лефортово,Лефорт
649,МОЯ СТОЛИЦА,real_estate_agent,https://www.cian.ru/sale/flat/301704043/,Москва,sale,flat,7,9,1,32.9,-1,0,10300000,Выхино-Жулебино,Ташкентская ,16К1,Юго-Восточная,
650,ID 547411,homeowner,https://www.cian.ru/sale/flat/299679325/,Москва,sale,flat,12,14,1,38.6,-1,0,8950000,Некрасовка,1-я Вольская ,6к1,Люберцы,
651,ID 41053596,real_estate_agent,https://www.cian.ru/sale/flat/301620087/,Москва,sale,flat,4,18,1,38.0,-1,0,21990000,Алексеевский,Новоалексеевская ,16к4,Алексеевская,Серебряный фонтан
652,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/299735659/,Москва,sale,flat,1,5,1,35.0,-1,0,12000000,Люблино,Ставропольская ,7,Люблино,
653,ID 55519919,homeowner,https://www.cian.ru/sale/flat/296519297/,Москва,sale,flat,1,9,1,40.0,-1,0,13600000,, Инженера Кнорре,7к3,Румянцево,
654,ID 20196207,homeowner,https://www.cian.ru/sale/flat/298433898/,Москва,sale,flat,4,7,1,43.5,-1,0,7500000,Десеновское поселение,аллея Буковая,14,,Андерсен
655,WHITE BROKER,real_estate_agent,https://www.cian.ru/sale/flat/301036939/,Москва,sale,flat,13,14,1,39.9,-1,0,10250000,Ново-Переделкино, Шолохова,2,Новопеределкино,
656,Владис,real_estate_agent,https://www.cian.ru/sale/flat/301642312/,Москва,sale,flat,2,14,1,39.1,-1,0,12000000,Северное Бутово, Знаменские Садки,3К2,Бульвар Дмитрия Донского,
657,ГОРОБМЕН,real_estate_agent,https://www.cian.ru/sale/flat/300779233/,Москва,sale,flat,1,12,1,39.1,-1,0,9300000,Восточное Измайлово,16-я Парковая ,19К1,Первомайская,
658,Метр-Инфо,real_estate_agent,https://www.cian.ru/sale/flat/300176709/,Москва,sale,flat,2,29,1,49.0,-1,0,19990000,Даниловский, Виктора Маслова,2,Автозаводская,RiverSky
659,МИЭЛЬ,real_estate_agent,https://www.cian.ru/sale/flat/296956787/,Москва,sale,flat,2,2,1,15.1,-1,0,8300000,Басманный,Гороховский переулок,6/1С2,Курская,
660,Business Leader,real_estate_agent,https://www.cian.ru/sale/flat/300775267/,Москва,sale,flat,24,30,1,40.0,-1,0,17990000,Лефортово, Крузенштерна,12к3,Авиамоторная,Символ
661,Наталия Глухова,realtor,https://www.cian.ru/sale/flat/297212254/,Москва,sale,flat,13,17,1,41.6,-1,0,9350000,, Александры Монаховой,43к2,Бунинская аллея,Москва А101
662,ТРИУМФ,real_estate_agent,https://www.cian.ru/sale/flat/300324262/,Москва,sale,flat,6,33,1,36.2,-1,0,12300000,Нижегородский,Газгольдерная ,10,Нижегородская,Profit
663,ЕГСН Продажа,real_estate_agent,https://www.cian.ru/sale/flat/294674434/,Москва,sale,flat,10,14,1,35.5,-1,0,8600000,,шоссе Остафьевское,14к3,Щербинка,Остафьево
664,ID 33515281,unknown,https://www.cian.ru/sale/flat/300281966/,Москва,sale,flat,6,29,1,37.0,-1,0,20900000,Хорошево-Мневники,Шелепихинская набережная,40к3,Хорошёвская,Sydney City
665,Владис,real_estate_agent,https://www.cian.ru/sale/flat/298622113/,Москва,sale,flat,1,9,1,35.0,-1,0,9500000,Южное Бутово,Бартеневская ,23К1,Бульвар Адмирала Ушакова,
666,Владис,real_estate_agent,https://www.cian.ru/sale/flat/300619825/,Москва,sale,flat,12,25,1,35.2,-1,0,13200000,Кунцево,№ 100 кв-л,1к1,Павшино,Мякинино парк
667,АЯКС,real_estate_agent,https://www.cian.ru/sale/flat/301732467/,Москва,sale,flat,3,43,1,39.2,-1,0,19500000,Хорошево-Мневники,Шелепихинская набережная,40к1,Шелепиха,Sydney City
668,Business Leader,real_estate_agent,https://www.cian.ru/sale/flat/284708774/,Москва,sale,flat,2,29,1,39.2,-1,0,20900000,Даниловский,Восточная ,4Ак1,Автозаводская,
669,Елена Антонова,realtor,https://www.cian.ru/sale/flat/297087775/,Москва,sale,flat,24,33,1,34.2,-1,0,14500000,Нижегородский,Новохохловская ,11С10,Калитники,
670,Самолет Плюс Москва ЦАО,real_estate_agent,https://www.cian.ru/sale/flat/300478705/,Москва,sale,flat,12,26,1,40.5,-1,0,13199990,Нижегородский,Газгольдерная ,10,Нижегородская,Profit
671,Иван Копцев,realtor,https://www.cian.ru/sale/flat/299202447/,Москва,sale,flat,9,31,1,37.4,-1,0,22500000,Раменки, Лобачевского,120к1,Аминьевская,Крылья
672,Business Leader,real_estate_agent,https://www.cian.ru/sale/flat/296959546/,Москва,sale,flat,3,52,1,30.0,-1,0,23000000,Раменки,Мичуринский проспект,56,Раменки,"Небо — Небоскребы на Мичуринском, 56"
673,Дарья Румянцева,realtor,https://www.cian.ru/sale/flat/301013115/,Москва,sale,flat,11,15,1,39.8,-1,0,23500000,Аэропорт,Ленинградский проспект,36с39,,ВТБ Арена парк
674,ID 58394133,homeowner,https://www.cian.ru/sale/flat/300158314/,Москва,sale,flat,11,19,1,46.3,-1,0,23500000,Алексеевский,Новоалексеевская ,16к2,Алексеевская,Серебряный фонтан
675,ID 41499106,unknown,https://www.cian.ru/sale/flat/300369404/,Москва,sale,flat,13,26,1,43.0,-1,0,23950000,Покровское-Стрешнево,Летная ,95Бк2,Спартак,ÁLIA
676,ID 41499106,unknown,https://www.cian.ru/sale/flat/301383025/,Москва,sale,flat,11,43,1,42.0,-1,0,23989000,Раменки, Василия Ланового,1к1,Аминьевская,Огни
677,Ярославна Слинько,realtor,https://www.cian.ru/sale/flat/301788795/,Москва,sale,flat,19,23,1,47.5,-1,0,25000000,Хорошево-Мневники, Народного Ополчения,13,Народное Ополчение,Wellton Gold
678,Премиум Сервис,real_estate_agent,https://www.cian.ru/sale/flat/300644939/,Москва,sale,flat,9,29,1,35.4,-1,0,25650000,Хорошево-Мневники,Шелепихинская набережная,34к4,Шелепиха,Сердце Столицы
679,Вадим Кронберг,realtor,https://www.cian.ru/sale/flat/300678338/,Москва,sale,flat,13,29,1,40.0,-1,0,26000000,Даниловский, Виктора Маслова,2,Автозаводская,RiverSky
680,Karlson Realty,real_estate_agent,https://www.cian.ru/sale/flat/299466433/,Москва,sale,flat,2,13,1,37.3,-1,0,25990000,Раменки,Винницкая ,8к3,Раменки,Настоящее
681,Екатерина Щетенкова,realtor,https://www.cian.ru/sale/flat/300914382/,Москва,sale,flat,18,22,1,50.5,-1,0,28500000,Хорошево-Мневники,3-я Хорошевская ,17А,Народное Ополчение,
682,РОСТ-РИЕЛТ на Таганской,real_estate_agent,https://www.cian.ru/sale/flat/299005437/,Москва,sale,flat,2,40,1,40.1,-1,0,29000000,Хорошевский,Ленинградский проспект,37/5,Аэропорт,Прайм Парк
683,Яна Усманова,realtor,https://www.cian.ru/sale/flat/301530839/,Москва,sale,flat,4,26,1,42.6,-1,0,30990000,Очаково-Матвеевское,Нежинская ,5к2,Матвеевская,Городские резиденции SPIRES
684,FIVE Realty,real_estate_agent,https://www.cian.ru/sale/flat/300584442/,Москва,sale,flat,9,42,1,40.5,-1,0,31500000,Хорошевский,Ленинградский проспект,37/3,Аэропорт,Прайм Парк
685,ID 219307,realtor,https://www.cian.ru/sale/flat/301271128/,Москва,sale,flat,8,22,1,60.8,-1,0,32500000,Пресненский,Шмитовский проезд,16С2,Улица 1905 года,Шмитовский 16
686,ЖИR Private,real_estate_agent,https://www.cian.ru/sale/flat/301157443/,Москва,sale,flat,11,41,1,67.1,-1,0,33000000,Хорошево-Мневники,Шелепихинская набережная,34к6,Шелепиха,Сердце Столицы
687,ID 13516,realtor,https://www.cian.ru/sale/flat/301609572/,Москва,sale,flat,14,25,1,46.7,-1,0,37900000,Очаково-Матвеевское,Нежинская ,3А,Матвеевская,
688,Авеню-Мск,real_estate_agent,https://www.cian.ru/sale/flat/297235603/,Москва,sale,flat,6,6,1,55.0,-1,0,49990000,Басманный,Мясницкая ,24/7С3,Тургеневская,Metropolis Loft
689,EstateLiga,real_estate_agent,https://www.cian.ru/sale/flat/298922993/,Москва,sale,flat,4,21,1,54.0,-1,0,54000000,Пресненский, Костикова,4к2,Улица 1905 года,Lucky
690,ГОРОБМЕН,real_estate_agent,https://www.cian.ru/sale/flat/296576457/,Москва,sale,flat,24,85,1,92.0,-1,0,60500000,Пресненский,1-й Красногвардейский проезд,21с1,Деловой центр,
691,PnP Development,real_estate_agent,https://www.cian.ru/sale/flat/290185551/,Москва,sale,flat,3,31,1,11.2,-1,0,4150000,Южное Бутово, Поляны,5,Улица Скобелевская,Эталон-Сити
692,СЛУЖБА 925,real_estate_agent,https://www.cian.ru/sale/flat/293949247/,Москва,sale,flat,5,5,-1,81.9,-1,0,4300000,Даниловский,Малая Тульская ,2/1К22,Тульская,
693,ХОРЕКА ИНВЕСТ,real_estate_agent,https://www.cian.ru/sale/flat/301564205/,Москва,sale,flat,4,5,1,18.8,-1,0,4700000,Перово, 2-я Энтузиастов,5,Авиамоторная,
694,ID 114494989,homeowner,https://www.cian.ru/sale/flat/301732555/,Москва,sale,flat,5,5,1,33.5,-1,0,5000000,пос. Рогово, Школьная,18,,
695,Денис Каргин,realtor,https://www.cian.ru/sale/flat/282684542/,Москва,sale,flat,4,5,1,20.2,-1,0,5099000,Марфино,Гостиничная ,5,Окружная,
696,ID 135185,realtor,https://www.cian.ru/sale/flat/299708330/,Москва,sale,flat,5,5,1,33.0,-1,0,6000000,,,16,Щербинка,
697,ГОРОБМЕН,real_estate_agent,https://www.cian.ru/sale/flat/298940093/,Москва,sale,flat,2,4,1,37.2,-1,0,6300000,, Ирландская,4к2,Подольск,Ирландский квартал
698,Татьяна Андрианова,realtor,https://www.cian.ru/sale/flat/299171777/,Москва,sale,flat,14,19,1,45.6,-1,0,7200000,,,23Б,Апрелевка,
699,ID 109306792,homeowner,https://www.cian.ru/sale/flat/294390871/,Москва,sale,flat,1,4,1,28.6,-1,0,7200000,,,,,
700,Владис,real_estate_agent,https://www.cian.ru/sale/flat/300153125/,Москва,sale,flat,11,17,1,34.25,-1,0,7499000,, Генерала Пилипенко,1к1,Коммунарка,Кленовые Аллеи
701,Борис Самарин,realtor,https://www.cian.ru/sale/flat/299526999/,Москва,sale,flat,4,4,1,19.0,-1,0,7550000,Басманный, Казакова,8С2,Курская,
702,Владис,real_estate_agent,https://www.cian.ru/sale/flat/296283974/,Москва,sale,flat,1,12,1,32.3,-1,0,7800000,Бирюлево Восточное,Загорьевская ,14К1,Царицыно,
703,ID 99881729,realtor,https://www.cian.ru/sale/flat/300777163/,Москва,sale,flat,3,16,1,33.0,-1,0,7750000,, Гренадерская,9к1,Коммунарка,"Новые Ватутинки, мкр. Десна"
704,Илья Миронов,realtor,https://www.cian.ru/sale/flat/301061416/,Москва,sale,flat,9,13,1,34.5,-1,0,7890000,,шоссе Рязановское,31к1,Силикатная,
705,ЕГСН Продажа,real_estate_agent,https://www.cian.ru/sale/flat/275891629/,Москва,sale,flat,1,12,1,39.1,-1,0,8000000,Бирюлево Восточное,Загорьевский проезд,7К2,Царицыно,
706,Офис на Серпуховской,real_estate_agent,https://www.cian.ru/sale/flat/301546590/,Москва,sale,flat,5,17,1,38.5,-1,0,8000000,Некрасовка,проспект Защитников Москвы,1,Некрасовка,
707,ID 521821,realtor,https://www.cian.ru/sale/flat/300923802/,Москва,sale,flat,10,12,1,35.0,-1,0,8000000,Бирюлево Восточное,Михневская ,7К1,Царицыно,
708,Владис,real_estate_agent,https://www.cian.ru/sale/flat/299098507/,Москва,sale,flat,9,9,1,32.8,-1,0,8100000,Выхино-Жулебино,Рязанский проспект,91К1,Выхино,
709,КРИГЕР,real_estate_agent,https://www.cian.ru/sale/flat/298277887/,Москва,sale,flat,1,12,1,37.5,-1,0,8200000,Марьино,Перервинский бульвар,21К3,Братиславская,
710,CENTURY 21 Перспектива,real_estate_agent,https://www.cian.ru/sale/flat/300844028/,Москва,sale,flat,8,9,1,32.8,-1,0,8150000,Вешняки,Реутовская ,8К1,Новогиреево,
711,Владис,real_estate_agent,https://www.cian.ru/sale/flat/300153659/,Москва,sale,flat,8,17,1,42.3,-1,0,8190000,, Мостотреста,8с1,Щербинка,Калипсо-3
712,ID 94755097,homeowner,https://www.cian.ru/sale/flat/283252548/,Москва,sale,flat,4,9,1,32.0,-1,0,8200000,Гольяново,Щелковское шоссе,91К1,Щёлковская,
713,Азбука Жилья,real_estate_agent,https://www.cian.ru/sale/flat/300201277/,Москва,sale,flat,9,10,1,43.0,-1,0,8299999,Южное Бутово, Маршала Савицкого,26к2,Щербинка,
714,Владис,real_estate_agent,https://www.cian.ru/sale/flat/300153272/,Москва,sale,flat,2,9,1,32.9,-1,0,8499000,Вешняки, Молдагуловой,32,Выхино,
715,CENTURY 21 Перспектива,real_estate_agent,https://www.cian.ru/sale/flat/298296711/,Москва,sale,flat,3,9,1,35.0,-1,0,8400000,Некрасовка,1-я Вольская ,13К2,Люберцы,
716,Владис,real_estate_agent,https://www.cian.ru/sale/flat/299098543/,Москва,sale,flat,13,18,1,41.2,-1,0,8400000,, Ленина,12,Кокошкино,
717,ID 314160,unknown,https://www.cian.ru/sale/flat/300897925/,Москва,sale,flat,10,15,1,33.0,-1,0,8400000,, Логинова,5к1,Щербинка,Остафьево
718,ID 336522,unknown,https://www.cian.ru/sale/flat/300026900/,Москва,sale,flat,2,9,1,25.0,-1,0,8450000,Рязанский,4-я Новокузьминская ,9К2,Рязанский проспект,
719,ЕГСН Продажа,real_estate_agent,https://www.cian.ru/sale/flat/301224949/,Москва,sale,flat,1,9,1,29.5,-1,0,8500000,Можайский, Багрицкого,22,Кунцевская,
720,ГОРОБМЕН,real_estate_agent,https://www.cian.ru/sale/flat/300640454/,Москва,sale,flat,3,17,1,39.2,-1,0,8500000,, Генерала Пилипенко,1к3,Коммунарка,Кленовые Аллеи
721,БЕСТ на Проспекте Мира,real_estate_agent,https://www.cian.ru/sale/flat/298780356/,Москва,sale,flat,1,9,1,30.4,-1,0,8500000,Кузьминки, Федора Полетаева,38,Рязанский проспект,
722,ID 90239266,homeowner,https://www.cian.ru/sale/flat/274992411/,Москва,sale,flat,9,17,1,38.0,-1,0,8500000,Десеновское поселение, 3-я Нововатутинская,11,,
723,ХОРЕКА ИНВЕСТ,real_estate_agent,https://www.cian.ru/sale/flat/292542632/,Москва,sale,flat,11,22,1,21.3,-1,0,8600000,Тропарево-Никулино,Ленинский проспект,158,Тропарёво,
724,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/299774427/,Москва,sale,flat,7,9,1,32.5,-1,0,8600000,Орехово-Борисово Южное,Шипиловский проезд,63К1,Домодедовская,
725,ID 89633669,homeowner,https://www.cian.ru/sale/flat/300059358/,Москва,sale,flat,1,9,1,33.1,-1,0,8550000,Можайский,Беловежская ,95,Сетунь,
726,Доходная недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/296150165/,Москва,sale,flat,12,22,1,17.5,-1,0,8600000,Тропарево-Никулино,Ленинский проспект,158,Юго-Западная,
727,ID 330664,realtor,https://www.cian.ru/sale/flat/298263575/,Москва,sale,flat,8,9,1,34.7,-1,0,8645000,Люблино, Верхние Поля,27С2,Братиславская,
728,CENTURY 21 Перспектива,real_estate_agent,https://www.cian.ru/sale/flat/296521470/,Москва,sale,flat,4,9,1,32.6,-1,0,8700000,Орехово-Борисово Южное,Шипиловский проезд,63К1,Домодедовская,
729,Владис,real_estate_agent,https://www.cian.ru/sale/flat/297269769/,Москва,sale,flat,8,15,1,33.1,-1,0,8700000,,проспект Куприна,34к1,Бунинская аллея,Эко Бунино
730,ReaMos,real_estate_agent,https://www.cian.ru/sale/flat/301854568/,Москва,sale,flat,11,14,1,39.5,-1,0,8790000,, 3-я Нововатутинская,8,Ольховая,"Новые Ватутинки, мкр. Центральный"
731,ХОРЕКА ИНВЕСТ,real_estate_agent,https://www.cian.ru/sale/flat/296124514/,Москва,sale,flat,22,22,1,17.2,-1,0,8780000,Тропарево-Никулино,Ленинский проспект,158,Юго-Западная,
732,Дмитрий Шпак,realtor,https://www.cian.ru/sale/flat/297493910/,Москва,sale,flat,10,14,1,38.0,-1,0,8800000,Южное Бутово, Адмирала Лазарева,62,Бунинская аллея,
733,Ирина Бакика,realtor,https://www.cian.ru/sale/flat/297249616/,Москва,sale,flat,1,9,1,35.5,-1,0,8900000,Восточное Дегунино, 800-летия Москвы,7К1,Бескудниково,
734,ID 107641596,unknown,https://www.cian.ru/sale/flat/299373811/,Москва,sale,flat,12,14,1,38.0,-1,0,8990000,Лосиноостровский,Изумрудная ,36,Бабушкинская,
735,ID 74910,realtor,https://www.cian.ru/sale/flat/301810979/,Москва,sale,flat,8,17,1,37.9,-1,0,9050000,Некрасовка,проспект Защитников Москвы,13,Некрасовка,
736,Навигатор,real_estate_agent,https://www.cian.ru/sale/flat/297115762/,Москва,sale,flat,3,5,1,30.1,-1,0,9000000,Можайский,Гвардейская ,15К1,Рабочий посёлок,
737,ЕГСН Продажа,real_estate_agent,https://www.cian.ru/sale/flat/299944808/,Москва,sale,flat,4,16,1,36.0,-1,0,9100000,Новогиреево,Мартеновская ,33,Новогиреево,
738,Мария Александрова,realtor,https://www.cian.ru/sale/flat/300094354/,Москва,sale,flat,3,16,1,35.0,-1,0,9150000,Ивановское,шоссе Энтузиастов,98К6,Новогиреево,
739,CENTURY 21 Перспектива,real_estate_agent,https://www.cian.ru/sale/flat/301255257/,Москва,sale,flat,7,9,1,33.0,-1,0,9200000,Орехово-Борисово Северное,Ореховый бульвар,11К1,Домодедовская,
740,Анна Иванова,realtor,https://www.cian.ru/sale/flat/298956219/,Москва,sale,flat,12,12,1,36.3,-1,0,9200000,Преображенское,Большая Черкизовская ,32К4,Локомотив,
741,ЕГСН Продажа,real_estate_agent,https://www.cian.ru/sale/flat/300932908/,Москва,sale,flat,5,9,1,32.4,-1,0,9300000,Чертаново Центральное, Красного Маяка,5К1,Пражская,
742,Макромир,real_estate_agent,https://www.cian.ru/sale/flat/300779300/,Москва,sale,flat,9,9,1,30.4,-1,0,9300000,Люблино,Краснодарская ,7к1,Депо,
743,ID 115350366,homeowner,https://www.cian.ru/sale/flat/301434562/,Москва,sale,flat,17,17,1,37.7,-1,0,9300000,Некрасовка, Недорубова,11,Некрасовка,Некрасовка
744,ID 115361922,homeowner,https://www.cian.ru/sale/flat/300754120/,Москва,sale,flat,5,5,1,30.8,-1,0,9250000,Коптево,Коптевская ,34К1,Коптево,
745,Иван Солдатенков,realtor,https://www.cian.ru/sale/flat/301804542/,Москва,sale,flat,6,9,1,21.0,-1,0,9350000,Бабушкинский,Енисейская ,17К3,Бабушкинская,
746,ID 111427239,homeowner,https://www.cian.ru/sale/flat/301274860/,Москва,sale,flat,8,16,1,35.0,-1,0,9400000,Марьино,Белореченская ,28К1,Братиславская,
747,Ирина Гурьянова,realtor,https://www.cian.ru/sale/flat/300594086/,Москва,sale,flat,3,18,1,39.0,-1,0,9500000,,,23Г,Рассказовка,
748,Азбука Жилья,real_estate_agent,https://www.cian.ru/sale/flat/300031599/,Москва,sale,flat,2,14,1,33.2,-1,0,9500000,, Фитаревская,6,Коммунарка,Аквилон PARK
749,Ярославна Слинько,realtor,https://www.cian.ru/sale/flat/299923199/,Москва,sale,flat,1,5,1,30.4,-1,0,9500000,Преображенское,2-я Пугачевская ,4К1,Преображенская площадь,
750,Зиля Карамова,realtor,https://www.cian.ru/sale/flat/263316279/,Москва,sale,flat,1,16,1,37.7,-1,0,9450000,Чертаново Центральное,Варшавское шоссе,142К2,Пражская,
751,ID 11085,realtor,https://www.cian.ru/sale/flat/299190804/,Москва,sale,flat,2,17,1,37.6,-1,0,9500000,Западное Дегунино,Весенняя ,4,Грачёвская,
752,ID 86144819,unknown,https://www.cian.ru/sale/flat/300795150/,Москва,sale,flat,9,9,1,32.0,-1,0,9500000,Ивановское,Свободный проспект,9К1,Новогиреево,
753,Алексей Барсуков,realtor,https://www.cian.ru/sale/flat/297450649/,Москва,sale,flat,12,12,1,34.8,-1,0,9550000,Новогиреево,Союзный проспект,12К2,Новогиреево,
754,ID 28793325,homeowner,https://www.cian.ru/sale/flat/301488997/,Москва,sale,flat,8,10,1,37.9,-1,0,9550000,Марьино,Белореченская ,38К2,Братиславская,
755,ID 12471569,realtor,https://www.cian.ru/sale/flat/300946150/,Москва,sale,flat,9,17,1,41.4,-1,0,9600000,Некрасовка,Рождественская ,10,Некрасовка,
756,ID 115279051,homeowner,https://www.cian.ru/sale/flat/301275095/,Москва,sale,flat,8,14,1,48.0,-1,0,9700000,,,1,Силикатная,
757,ID 67816734,unknown,https://www.cian.ru/sale/flat/299521408/,Москва,sale,flat,3,17,1,40.0,-1,0,9700000,, Летчика Грицевца,4к1,Пыхтино,Солнцево парк
758,ЕГСН Продажа,real_estate_agent,https://www.cian.ru/sale/flat/301488899/,Москва,sale,flat,5,9,1,34.9,-1,0,9799000,Северный,9-я Северная линия,11К1,Физтех,
759,ID 20798,realtor,https://www.cian.ru/sale/flat/300401720/,Москва,sale,flat,3,9,1,32.0,-1,0,9800000,Бескудниковский,Бескудниковский бульвар,20К3,Селигерская,
760,Isaev Estate,real_estate_agent,https://www.cian.ru/sale/flat/299884223/,Москва,sale,flat,9,16,1,40.0,-1,0,9800000,Гольяново,Новосибирская ,5К2,Щёлковская,
761,ID 207039,realtor,https://www.cian.ru/sale/flat/295252931/,Москва,sale,flat,5,15,1,39.0,-1,0,9780000,,проспект Куприна,34к1,Бунинская аллея,Эко Бунино
762,ID 295987,unknown,https://www.cian.ru/sale/flat/300081094/,Москва,sale,flat,4,12,1,36.0,-1,0,9790000,Гольяново,Байкальская ,37,Щёлковская,
763,ЕГСН Продажа,real_estate_agent,https://www.cian.ru/sale/flat/299567278/,Москва,sale,flat,2,16,1,38.5,-1,0,9900000,Братеево,Алма-Атинская ,7К2,Алма-Атинская,
764,Азбука Жилья,real_estate_agent,https://www.cian.ru/sale/flat/300146260/,Москва,sale,flat,15,22,1,41.0,-1,0,9900000,Ново-Переделкино,Новопеределкинская ,15,Новопеределкино,
765,Владис,real_estate_agent,https://www.cian.ru/sale/flat/299429846/,Москва,sale,flat,9,17,1,36.4,-1,0,9900000,, Летчика Грицевца,8,Пыхтино,Солнцево парк
766,CENTURY 21 Перспектива,real_estate_agent,https://www.cian.ru/sale/flat/296478167/,Москва,sale,flat,11,12,1,43.2,-1,0,9900000,Косино-Ухтомский,Салтыковская ,6/2к4,Улица Дмитриевского,мой адрес На Салтыковской
767,ID 110130041,homeowner,https://www.cian.ru/sale/flat/299685496/,Москва,sale,flat,2,9,1,26.3,-1,0,9900000,Лефортово,Шепелюгинская ,7/14,Площадь Ильича,
768,ID 113417491,homeowner,https://www.cian.ru/sale/flat/300932035/,Москва,sale,flat,11,17,1,50.2,-1,0,9900000,, Сосенский Стан,11,Коммунарка,Коммунарка
769,ID 63589325,homeowner,https://www.cian.ru/sale/flat/294603772/,Москва,sale,flat,13,16,1,37.3,-1,0,9850000,, Агрохимическая,3,Толстопальцево,Внуково Парк
770,МЕТРЫ ПЕРЕМЕН,real_estate_agent,https://www.cian.ru/sale/flat/300560954/,Москва,sale,flat,10,14,1,39.1,-1,0,10000000,Марьино, Перерва,28,Марьино,
771,Московский Риэлторский Центр,real_estate_agent,https://www.cian.ru/sale/flat/300822573/,Москва,sale,flat,1,12,1,34.0,-1,0,10000000,Бутырский, Гончарова,11,Тимирязевская,
772,CENTURY 21 Aurum,real_estate_agent,https://www.cian.ru/sale/flat/300817546/,Москва,sale,flat,6,17,1,39.0,-1,0,10000000,,проезд Чечерский,130,Бунинская аллея,Новое Бутово
773,Андрей Марков,realtor,https://www.cian.ru/sale/flat/301037658/,Москва,sale,flat,5,5,1,40.0,-1,0,9950000,Котловка,Нагорная ,24К1,Нагорная,
774,ID 386789,unknown,https://www.cian.ru/sale/flat/301082349/,Москва,sale,flat,12,17,1,37.0,-1,0,9990000,, Радужная,8,Рассказовка,Град Московский
775,ID 89413947,realtor,https://www.cian.ru/sale/flat/301386373/,Москва,sale,flat,2,10,1,36.0,-1,0,10100000,, Николо-Хованская,16,Коммунарка,Николин Парк
776,ЕГСН Продажа,real_estate_agent,https://www.cian.ru/sale/flat/300348297/,Москва,sale,flat,7,9,1,33.0,-1,0,10200000,Ясенево, Рокотова,7К2,Новоясеневская,
777,Дарья Савченко,realtor,https://www.cian.ru/sale/flat/301352875/,Москва,sale,flat,9,17,1,38.0,-1,0,10200000,Ховрино, Дыбенко,6К1,Беломорская,
778,Елена Никифорова,realtor,https://www.cian.ru/sale/flat/287238519/,Москва,sale,flat,10,22,1,38.5,-1,0,10200000,Некрасовка,Покровская ,39,Некрасовка,
